race_id,race_name,grade,距離,コース,馬場状態,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過順,上がり3F,単勝オッズ,人気,馬体重,年,場コード,回次,日次,レース番号,単勝払戻,複勝払戻,馬連払戻,馬単払戻,ワイド払戻,三連複払戻,三連単払戻
201906050201,,,1200,ダート,良,1,6,12,バウンティハンター,牡2,55,黛弘人,1:12.5,,5-4,37.5,5.5,4,484(-2),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,2,4,7,タイニーベイビー,牡2,55,津村明秀,1:12.6,1/2,2-2,37.8,4.9,3,438(0),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,3,4,8,ウインアクティーボ,牡2,55,松岡正海,1:12.8,1.1/4,5-4,37.7,4.7,2,490(-2),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,4,5,10,ソラン,牡2,55,吉田豊,1:13.4,3.1/2,4-4,38.5,67.5,9,512(+4),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,5,2,3,クサヒバリ,牝2,51,菅原明良,1:13.4,クビ,2-2,38.6,15.7,6,436(+12),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,6,2,4,レイクマッジョーレ,牡2,55,柴山雄一,1:13.8,2.1/2,8-8,38.5,46.9,8,470(-8),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,7,1,2,ジョイウイン,牡2,55,石橋脩,1:13.8,アタマ,1-1,39.1,3.0,1,488(+12),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,8,3,5,マインヒロイン,牝2,51,大塚海渡,1:13.9,クビ,5-7,38.9,188.9,13,432(+2),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,9,8,16,ショウイモン,牝2,53,菊沢一樹,1:13.9,クビ,11-10,38.5,92.4,10,430(+8),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
201906050201,,,1200,ダート,良,10,8,15,キャストロペトラ,牡2,55,江田照男,1:14.1,1.1/4,13-12,38.4,128.1,11,466(+16),2019,06,05,02,01,12:550,12:150|7:160|8:160,7 - 12:1290,12 → 7:2380,7 - 12:460|8 - 12:500|7 - 8:370,7 - 8 - 12:1770,12 → 7 → 8:10420
